"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.168609587312493,1,190,10.9071770334928,"Entry into host "," http://amigo.geneontology.org/amigo/term/GO:0044409"," CDK1"
0.168609587312493,1,192,10.7935606060606,"Positive regulation of intracellular protein transport "," http://amigo.geneontology.org/amigo/term/GO:0090316"," CDK1"
0.168609587312493,1,188,11.0232108317215,"Organelle localization by membrane tethering "," http://amigo.geneontology.org/amigo/term/GO:0140056"," CDK1"
0.170259291928502,1,195,10.6275058275058,"Regulation of cell cycle G1/S phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902806"," CDK1"
0.171058001750588,1,197,10.5196123673281,"Membrane docking "," http://amigo.geneontology.org/amigo/term/GO:0022406"," CDK1"
0.171805480457164,1,200,10.3618181818182,"Electron transport chain "," http://amigo.geneontology.org/amigo/term/GO:0022900"," CDK1"
0.171805480457164,1,199,10.4138876199178,"Meiotic nuclear division "," http://amigo.geneontology.org/amigo/term/GO:0140013"," ESPL1"
0.172580857544159,1,202,10.2592259225923,"Regeneration "," http://amigo.geneontology.org/amigo/term/GO:0031099"," CDK1"
0.174266664026992,2,1092,3.7955377955378,"Chromosome organization "," http://amigo.geneontology.org/amigo/term/GO:0051276"," ESPL1  CDK1"
0.178543831350225,1,217,9.55006284038542,"Response to reactive oxygen species "," http://amigo.geneontology.org/amigo/term/GO:0000302"," CDK1"
0.178543831350225,1,217,9.55006284038542,"Aerobic respiration "," http://amigo.geneontology.org/amigo/term/GO:0009060"," CDK1"
0.178543831350225,1,216,9.59427609427609,"Fertilization "," http://amigo.geneontology.org/amigo/term/GO:0009566"," CDK1"
0.178543831350225,1,215,9.63890063424947,"Muscle cell proliferation "," http://amigo.geneontology.org/amigo/term/GO:0033002"," CDK1"
0.178543831350225,1,215,9.63890063424947,"Cardiac muscle tissue development "," http://amigo.geneontology.org/amigo/term/GO:0048738"," CDK1"
0.178543831350225,1,215,9.63890063424947,"Meiotic cell cycle process "," http://amigo.geneontology.org/amigo/term/GO:1903046"," ESPL1"
0.180713433589981,1,221,9.37721102426985,"Circadian rhythm "," http://amigo.geneontology.org/amigo/term/GO:0007623"," CDK1"
0.180713433589981,1,222,9.33497133497134,"Movement in host environment "," http://amigo.geneontology.org/amigo/term/GO:0052126"," CDK1"
0.181394376182025,1,224,9.25162337662338,"Regulation of signal transduction by p53 class mediator "," http://amigo.geneontology.org/amigo/term/GO:1901796"," CDK1"
0.182435125905839,2,1166,3.55465460782785,"Mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0000278"," ESPL1  CDK1"
0.182435125905839,1,230,9.0102766798419,"Protein import "," http://amigo.geneontology.org/amigo/term/GO:0017038"," CDK1"
0.182435125905839,1,227,9.12935522627153,"Regulation of chromosome organization "," http://amigo.geneontology.org/amigo/term/GO:0033044"," ESPL1"
0.182435125905839,1,230,9.0102766798419,"Signal transduction in response to DNA damage "," http://amigo.geneontology.org/amigo/term/GO:0042770"," CDK1"
0.182435125905839,1,231,8.97127115308933,"Microtubule cytoskeleton organization involved in mitosis "," http://amigo.geneontology.org/amigo/term/GO:1902850"," ESPL1"
0.183083216749551,1,233,8.89426453374951,"Cell cycle checkpoint signaling "," http://amigo.geneontology.org/amigo/term/GO:0000075"," CDK1"
0.184465775388474,1,236,8.78120184899846,"Positive regulation of intracellular transport "," http://amigo.geneontology.org/amigo/term/GO:0032388"," CDK1"
0.187184221507378,1,242,8.56348610067618,"DNA packaging "," http://amigo.geneontology.org/amigo/term/GO:0006323"," CDK1"
0.187184221507378,1,241,8.59901923802339,"Regulation of G2/M transition of mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0010389"," CDK1"
0.188421568234996,1,245,8.45862708719852,"Glial cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0010001"," CDK1"
0.188421568234996,2,1209,3.4282276862922,"Regulation of cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0051726"," ESPL1  CDK1"
0.188727922449191,1,248,8.35630498533724,"G1/S transition of mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0000082"," CDK1"
0.188727922449191,1,250,8.28945454545455,"Transcription initiation from RNA polymerase II promoter "," http://amigo.geneontology.org/amigo/term/GO:0006367"," CDK1"
0.188727922449191,1,250,8.28945454545455,"Regulation of cell cycle G2/M phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902749"," CDK1"
0.192857002575635,1,257,8.06367173682349,"Cellular respiration "," http://amigo.geneontology.org/amigo/term/GO:0045333"," CDK1"
0.196066650464738,1,264,7.84986225895317,"Response to toxic substance "," http://amigo.geneontology.org/amigo/term/GO:0009636"," CDK1"
0.196066650464738,1,263,7.8797096439682,"Response to alcohol "," http://amigo.geneontology.org/amigo/term/GO:0097305"," CDK1"
0.197296621301689,1,267,7.76166155941437,"Regulation of intracellular protein transport "," http://amigo.geneontology.org/amigo/term/GO:0033157"," CDK1"
0.198676714832612,1,274,7.56337093563371,"Spindle organization "," http://amigo.geneontology.org/amigo/term/GO:0007051"," ESPL1"
0.198676714832612,1,272,7.61898395721925,"Positive regulation of growth "," http://amigo.geneontology.org/amigo/term/GO:0045927"," CDK1"
0.198676714832612,1,274,7.56337093563371,"Striated muscle cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0051146"," CDK1"
0.198676714832612,1,272,7.61898395721925,"Negative regulation of mitotic cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901991"," CDK1"
0.199181662214017,1,276,7.50856389986825,"Meiotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:0051321"," ESPL1"
0.199681093508207,1,278,7.45454545454545,"Cell cycle G1/S phase transition "," http://amigo.geneontology.org/amigo/term/GO:0044843"," CDK1"
